1.156116027700490557e-03,3.883678521668543649e-03,3.326402605948810664e-03,4.924417282500693355e-04,3.650001576777902722e-03,8.506717525059230263e-04,3.663608706027041573e-03,-2.973020734190062308e-03,-3.121213625545543168e-03,4.469348975796282584e-04,2.866683636515390387e-03,3.629276623203254049e-03,-3.627309558157334590e-03,3.065045206286462053e-03,-1.577232071159152598e-03,-4.361735897678194196e-04
-9.725812614183316747e-04,1.171055557360745070e-03,-3.308952967652337585e-03,4.976145979210310454e-03,4.471626745475927762e-03,-2.130196744903418028e-03,-1.951876323138778064e-03,1.000337172246158757e-03,3.460201883921765632e-03,2.311359231798404499e-03,-9.534743580516745172e-04,-3.113893149152154993e-03,-4.851451749263296920e-03,1.213282406697109789e-03,4.991886924182286321e-03,-1.687063686178725749e-04
9.414932382336739514e-04,-3.069039312796728158e-03,-7.778594002652501919e-04,2.695438399591691420e-03,9.457315178903609150e-04,-2.329252111759369092e-03,-1.371306067982018323e-03,2.482023902035839120e-03,4.504193825469693553e-03,3.124862347771150805e-03,-4.387719087985243217e-03,-1.585056327384378122e-03,1.005155777022922548e-03,-2.726970097908325546e-03,6.728776241319671392e-04,3.548896256229838297e-03
-1.512738269795047214e-03,1.571559369045162852e-03,1.129184654814243067e-03,-1.897130752579697039e-03,2.808147054836128680e-03,-3.032885897121778262e-03,-1.294285633015063164e-03,-1.473398202745127223e-03,-3.245099330084863943e-03,-9.489027420996851451e-04,-2.944506573458058763e-03,-1.554505063585509767e-03,-2.991923070782970696e-03,1.614037953603431053e-03,-2.908455993660783324e-03,1.939619158224832824e-03
3.529667131993874819e-03,4.569570412854578011e-03,-2.064422473506140766e-03,-4.274204464494947044e-03,-2.359738228896365517e-03,4.401249672972006553e-03,1.256032561665979810e-03,4.982511488514123482e-03,-1.318457615571392563e-03,-2.424450457883789781e-03,-2.994224825610056640e-03,-4.162372304444148831e-03,1.550696311935939381e-03,-4.530909229054452987e-03,-3.761490655265053301e-04,-1.879100791405713183e-03
-1.210562868564554143e-03,2.423329552528169159e-03,1.142571254368349512e-04,-4.118187702195131618e-03,-1.730666529038881124e-03,-1.627843537787075851e-03,-1.366574871688829582e-03,1.467861711658358321e-03,-3.128957675175083730e-03,-4.598570662186339357e-03,1.163283378484834818e-03,-2.820478823796078189e-03,4.726754875962449823e-03,2.379937276070656291e-03,3.348283330907975575e-03,-7.118332473058235381e-04
-1.258951856252696908e-03,2.360806113920902241e-04,-3.784229192455066271e-03,-2.563898289690948532e-04,-4.796384606902254905e-03,1.314377772767154557e-03,2.176640589844819774e-03,2.963526552725997531e-03,4.551364405092368955e-03,-3.153210051145168002e-04,3.997567455516480052e-03,2.213994689212845594e-03,9.933503417711502751e-04,-4.722003569702204473e-03,-4.608321701861828497e-03,4.727103056322919279e-03
-2.716280521281450033e-03,-3.704514708257402710e-03,-1.943609593728530321e-03,-4.981349818010099260e-03,8.053172444430056059e-05,-2.023514157844804196e-03,-3.283783929908055260e-04,-5.552482220718169296e-04,9.479368518359454487e-04,2.307544614616061519e-03,-9.285728878152056968e-04,-1.756074819912925794e-03,1.043459027234662712e-03,-1.930979130995054416e-04,-1.583051688078839165e-03,-2.266335120757523303e-03
-3.283943837826333156e-03,2.362987292269906614e-04,1.341463219330053238e-03,3.264776057721380676e-03,-1.283115346369129378e-03,2.945605719436931048e-03,2.593032766476890526e-03,-4.760076039766913091e-03,-4.415983618385328248e-03,3.928877045857286608e-03,3.887393345783113786e-03,-1.969350427989582496e-03,4.876097310165083097e-03,-1.838902101855305555e-03,-1.504359039422163919e-03,-2.512334528109436572e-03
-2.465636779722280448e-03,2.139270864738107916e-04,3.352077624802011092e-03,2.846734589575183449e-03,-3.092393041321667580e-03,-3.048513872867753428e-03,1.482772291932069270e-03,1.372102533049930411e-03,1.073007190154978956e-03,-7.473612017117949339e-04,1.729750289676521219e-03,1.273088688009208760e-03,-2.347580002084487683e-03,-3.049366241596171857e-03,1.598019428358569754e-03,2.162979485935704205e-03
